dataset_index,session_id,measurement_id,sample_id,shared_height_source_id,roi_within_measurement,session_role,design_group,processing_order,x_position_um,y_position_um,compressor_steps,pulse_duration_fs,pulse_duration_calibration_id,pulse_duration_calibration_version,frequency_kHz,hatch_spacing_um,pass_count,velocity_mm_s,valid_fraction,repair_fraction,median_depth_um,residual_Sq_um,plane_rmse_um,plane_status,measured_power_W,nominal_software_power_W,power_measurement_source,power_measurement_version,constant_power_assumption,pulse_energy_proxy_uJ,scan_spacing_um,areal_pulse_density_per_mm2,areal_dose_proxy_J_per_mm2,quad_key,base_condition_group,cv_process_group,phase1_global_loco_rank,phase1_global_loco_angle_deg
177,zro2_60_pass,19,38,zro2_60_pass:m019,slot_1,pass_main,T06,38,-2300.0,-21600.0,36140,500,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,20,6.0,2,15,1.0,0.0014453125,21.2453,0.4938,0.3808113741387237,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,266.665,0.75,444444.44444444444,118.51777777777778,500:20:6:15,T06,BASE:T06,59,0.07474930192178522
178,zro2_60_pass,20,39,zro2_60_pass:m020,slot_2,pass_main,T06,39,-2300.0,-21200.0,36140,500,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,20,6.0,3,15,1.0,0.0,29.0683,0.6115,0.3521529661775186,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,266.665,0.75,666666.6666666666,177.77666666666667,500:20:6:15,T06,BASE:T06,47,0.10467703107516724
179,zro2_60_pass,20,40,zro2_60_pass:m020,slot_1,pass_main,T06,40,-2300.0,-20800.0,36140,500,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,20,6.0,4,15,1.0,0.0,35.5795,0.7399,0.3521529661775186,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,266.665,0.75,888888.8888888889,237.03555555555556,500:20:6:15,T06,BASE:T06,47,0.10467703107516724
180,zro2_60_pass,21,41,zro2_60_pass:m021,slot_2,pass_main,T09,41,-2300.0,-20400.0,43800,1000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,40,10.0,3,15,1.0,0.0,30.3552,0.654,0.4008949446416787,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,133.3325,0.375,800000.0,106.66600000000001,1000:40:10:15,T09,BASE:T09,57,0.07665155522317596
181,zro2_60_pass,21,42,zro2_60_pass:m021,slot_1,pass_main,T09,42,-2300.0,-20000.0,43800,1000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,40,10.0,4,15,1.0,0.0,36.6176,0.8629,0.4008949446416787,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,133.3325,0.375,1066666.6666666667,142.22133333333335,1000:40:10:15,T09,BASE:T09,57,0.07665155522317596
182,zro2_60_pass,22,43,zro2_60_pass:m022,slot_2,pass_main,T09,43,-2300.0,-19600.0,43800,1000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,40,10.0,1,15,1.0,0.0028125,6.8128,2.8342,0.3693703663710515,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,133.3325,0.375,266666.6666666667,35.55533333333334,1000:40:10:15,T09,BASE:T09,44,0.13109310399395177
183,zro2_60_pass,22,44,zro2_60_pass:m022,slot_1,pass_main,T09,44,-2300.0,-19200.0,43800,1000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,40,10.0,2,15,1.0,0.0,22.3581,1.4688,0.3693703663710515,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,133.3325,0.375,533333.3333333334,71.11066666666667,1000:40:10:15,T09,BASE:T09,44,0.13109310399395177
184,zro2_60_pass,23,45,zro2_60_pass:m023,slot_2,pass_main,T11,45,-2300.0,-18800.0,58400,2000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,2,4.0,3,10,1.0,0.0,3.3878,0.5031,0.3887664501636622,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,2666.65,5.0,150000.0,399.99750000000006,2000:2:4:10,T11,BASE:T11,98,0.023684311388571966
185,zro2_60_pass,23,46,zro2_60_pass:m023,slot_1,pass_main,T11,46,-2300.0,-18400.0,58400,2000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,2,4.0,4,10,1.0,0.0,5.1213,0.4181,0.3887664501636622,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,2666.65,5.0,200000.0,533.33,2000:2:4:10,T11,BASE:T11,98,0.023684311388571966
186,zro2_60_pass,24,47,zro2_60_pass:m024,slot_2,pass_main,T11,47,-2300.0,-18000.0,58400,2000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,2,4.0,1,10,1.0,0.0,0.2429,0.2257,0.6028546757827539,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,2666.65,5.0,50000.0,133.3325,2000:2:4:10,T11,BASE:T11,79,0.036301769074803134
187,zro2_60_pass,24,48,zro2_60_pass:m024,slot_1,pass_main,T11,48,-2300.0,-17600.0,58400,2000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,2,4.0,2,10,1.0,0.0,2.0076,0.3684,0.6028546757827539,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,2666.65,5.0,100000.0,266.665,2000:2:4:10,T11,BASE:T11,79,0.036301769074803134
188,zro2_60_pass,25,49,zro2_60_pass:m025,slot_1,pass_main,T07,49,-2700.0,-17600.0,43800,1000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,2,2.0,4,10,1.0,0.0,13.6042,0.5574,0.3670379443119756,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,2666.65,5.0,400000.0,1066.66,1000:2:2:10,T07,BASE:T07,76,0.04157764367714538
189,zro2_60_pass,25,50,zro2_60_pass:m025,slot_2,pass_main,T07,50,-2700.0,-18000.0,43800,1000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,2,2.0,1,10,1.0,0.0,2.9421,0.2082,0.3670379443119756,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,2666.65,5.0,100000.0,266.665,1000:2:2:10,T07,BASE:T07,76,0.04157764367714538
190,zro2_60_pass,26,51,zro2_60_pass:m026,slot_1,pass_main,T07,51,-2700.0,-18400.0,43800,1000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,2,2.0,2,10,1.0,0.0,7.0206,0.3492,0.4648455425119362,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,2666.65,5.0,200000.0,533.33,1000:2:2:10,T07,BASE:T07,13,1.4672524344370228
191,zro2_60_pass,26,52,zro2_60_pass:m026,slot_2,pass_main,T07,52,-2700.0,-18800.0,43800,1000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,2,2.0,3,10,1.0,0.0,10.3754,2.4139,0.4648455425119362,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,2666.65,5.0,300000.0,799.9950000000001,1000:2:2:10,T07,BASE:T07,13,1.4672524344370228
192,zro2_60_pass,27,53,zro2_60_pass:m027,slot_1,pass_main,T13,53,-2700.0,-19200.0,87300,4000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,5,8.0,4,10,1.0,0.0,7.6827,0.5533,0.3476028486762856,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,1066.66,2.0,250000.0,266.665,4000:5:8:10,T13,BASE:T13,84,0.03337971760814063
193,zro2_60_pass,27,54,zro2_60_pass:m027,slot_2,pass_main,T13,54,-2700.0,-19600.0,87300,4000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,5,8.0,1,10,1.0,0.0,1.2348,0.3639,0.3476028486762856,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,1066.66,2.0,62500.0,66.66625,4000:5:8:10,T13,BASE:T13,84,0.03337971760814063
194,zro2_60_pass,28,55,zro2_60_pass:m028,slot_1,pass_main,T13,55,-2700.0,-20000.0,87300,4000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,5,8.0,2,10,1.0,0.0,3.7196,0.4071,0.385292032723498,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,1066.66,2.0,125000.0,133.3325,4000:5:8:10,T13,BASE:T13,103,0.021457068057987833
195,zro2_60_pass,28,56,zro2_60_pass:m028,slot_2,pass_main,T13,56,-2700.0,-20400.0,87300,4000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,5,8.0,3,10,1.0,0.0,5.9768,0.4014,0.385292032723498,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,1066.66,2.0,187500.0,199.99875000000003,4000:5:8:10,T13,BASE:T13,103,0.021457068057987833
196,zro2_60_pass,29,57,zro2_60_pass:m029,slot_1,pass_main,T04,57,-2700.0,-20800.0,36140,500,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,5,6.0,4,25,1.0,0.0,12.8074,0.4502,0.3964670197702652,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,1066.66,5.0,133333.33333333334,142.22133333333335,500:5:6:25,T04,BASE:T04,104,0.021340217137420937
197,zro2_60_pass,29,58,zro2_60_pass:m029,slot_2,pass_main,T04,58,-2700.0,-21200.0,36140,500,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,5,6.0,1,25,1.0,0.0,2.9207,0.2857,0.3964670197702652,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,1066.66,5.0,33333.333333333336,35.55533333333334,500:5:6:25,T04,BASE:T04,104,0.021340217137420937
198,zro2_60_pass,30,59,zro2_60_pass:m030,slot_1,pass_main,T04,59,-2700.0,-21600.0,36140,500,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,5,6.0,3,25,1.0,0.0,9.4158,0.3901,0.3421673556620611,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,1066.66,5.0,100000.0,106.66600000000001,500:5:6:25,T04,BASE:T04,93,0.026729586818095633
199,zro2_60_pass,30,60,zro2_60_pass:m030,slot_2,pass_main,T04,60,-2700.0,-22000.0,36140,500,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,5,6.0,2,25,1.0,0.0,6.0829,0.2631,0.3421673556620611,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,1066.66,5.0,66666.66666666667,71.11066666666667,500:5:6:25,T04,BASE:T04,93,0.026729586818095633
